leadid,subject,firstname,lastname,jobtitle,companyname,emailaddress1,telephone1,leadsourcecode,revenue,leadqualitycode,cr487_organizationtype,createdon,modifiedon,industrycode,numberofemployees,action_sequence,activities,last_action_date,statuscode,days_in_pipeline,days_since_last_action
LEAD-0413,Lead from TechCorp,Sarah,Smith,Director of Operations,ManuFact,david.williams@company.com,+1-555-2369,3,105959,3,profit,10/22/2025 10:09,11/08/2025 14:09,3,250,"['download_email_received','send_introduction_email','query_inbound_email','send_query_response_email','discount_request_inbound_email','send_budget_request_email','send_actual_usage_and_price_request_email','send_crm_user_count_request_email','send_followup_email','user_count_inbound_email','send_discount_pricing_and_order_form_email','payment_link_request_inbound_email','send_signed_order_form_request_email','signed_order_form_inbound_email','send_invoice_and_payment_link_email']","[{'type':'download_email_received','timestamp':datetime.datetime(2025,10,13,16,25,0)},{'type':'send_introduction_email','timestamp':datetime.datetime(2025,10,13,18,29,0)},{'type':'query_inbound_email','timestamp':datetime.datetime(2025,10,14,15,13,0)},{'type':'send_query_response_email','timestamp':datetime.datetime(2025,10,14,18,6,0)},{'type':'discount_request_inbound_email','timestamp':datetime.datetime(2025,10,14,18,8,0)},{'type':'send_budget_request_email','timestamp':datetime.datetime(2025,10,14,18,14,0)},{'type':'send_actual_usage_and_price_request_email','timestamp':datetime.datetime(2025,10,31,15,0,0)},{'type':'send_crm_user_count_request_email','timestamp':datetime.datetime(2025,10,31,16,42,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,11,20,17,54,0)},{'type':'user_count_inbound_email','timestamp':datetime.datetime(2025,11,20,17,55,0)},{'type':'send_discount_pricing_and_order_form_email','timestamp':datetime.datetime(2025,11,21,12,45,0)},{'type':'payment_link_request_inbound_email','timestamp':datetime.datetime(2025,11,21,14,9,0)},{'type':'send_signed_order_form_request_email','timestamp':datetime.datetime(2025,11,21,14,24,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,11,24,14,43,0)},{'type':'send_invoice_and_payment_link_email','timestamp':datetime.datetime(2025,11,24,18,21,0)}]",11/24/2025 18:21,1,49,32
LEAD-0414,Lead from DataSystems,Lisa,Jones,VP Sales,RetailHub,lisa.miller@company.com,+1-555-8890,8,71419,3,nonprofit,10/06/2025 10:09,10/18/2025 12:09,18,50,"['download_email_received','send_introduction_email','query_inbound_email','send_query_response_email','discount_request_inbound_email','send_budget_request_email','send_actual_usage_and_price_request_email','send_crm_user_count_request_email','send_followup_email','user_count_inbound_email','send_discount_pricing_and_order_form_email','payment_link_request_inbound_email','send_signed_order_form_request_email','signed_order_form_inbound_email','send_invoice_and_payment_link_email']","[{'type':'download_email_received','timestamp':datetime.datetime(2025,10,13,16,25,0)},{'type':'send_introduction_email','timestamp':datetime.datetime(2025,10,13,18,29,0)},{'type':'query_inbound_email','timestamp':datetime.datetime(2025,10,14,15,13,0)},{'type':'send_query_response_email','timestamp':datetime.datetime(2025,10,14,18,6,0)},{'type':'discount_request_inbound_email','timestamp':datetime.datetime(2025,10,14,18,8,0)},{'type':'send_budget_request_email','timestamp':datetime.datetime(2025,10,14,18,14,0)},{'type':'send_actual_usage_and_price_request_email','timestamp':datetime.datetime(2025,10,31,15,0,0)},{'type':'send_crm_user_count_request_email','timestamp':datetime.datetime(2025,10,31,16,42,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,11,20,17,54,0)},{'type':'user_count_inbound_email','timestamp':datetime.datetime(2025,11,20,17,55,0)},{'type':'send_discount_pricing_and_order_form_email','timestamp':datetime.datetime(2025,11,21,12,45,0)},{'type':'payment_link_request_inbound_email','timestamp':datetime.datetime(2025,11,21,14,9,0)},{'type':'send_signed_order_form_request_email','timestamp':datetime.datetime(2025,11,21,14,24,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,11,24,14,43,0)},{'type':'send_invoice_and_payment_link_email','timestamp':datetime.datetime(2025,11,24,18,21,0)}]",11/24/2025 18:21,1,65,53
LEAD-0415,Lead from GlobalTrade,Rachel,Williams,IT Director,ConsultGroup,john.williams@company.com,+1-555-8514,3,164500,3,profit,09/17/2025 10:09,10/01/2025 22:09,16,500,"['download_email_received','send_introduction_email','send_followup_email','send_second_followup_email','license_expired_issue_inbound_email','send_extended_trial_license_email','license_enquiry_inbound_email','configuration_call','send_pricing_details_email','trial_extension_request_inbound_email','send_invoice_email']","[{'type':'download_email_received','timestamp':datetime.datetime(2025,7,21,20,11,0)},{'type':'send_introduction_email','timestamp':datetime.datetime(2025,7,22,10,7,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,7,23,11,40,0)},{'type':'send_second_followup_email','timestamp':datetime.datetime(2025,7,31,7,30,0)},{'type':'license_expired_issue_inbound_email','timestamp':datetime.datetime(2025,10,22,15,0,0)},{'type':'send_extended_trial_license_email','timestamp':datetime.datetime(2025,10,22,11,38,0)},{'type':'license_enquiry_inbound_email','timestamp':datetime.datetime(2025,10,22,15,23,0)},{'type':'configuration_call','timestamp':datetime.datetime(2025,10,24,9,0,0)},{'type':'send_pricing_details_email','timestamp':datetime.datetime(2025,10,24,10,51,0)},{'type':'trial_extension_request_inbound_email','timestamp':datetime.datetime(2025,10,30,14,58,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,11,26,14,16,0)}]",11/26/2025 14:16,1,84,70
LEAD-0416,Lead from RetailHub,Tom,Rodriguez,VP Sales,GlobalTrade,tom.brown@company.com,+1-555-6703,4,156531,3,nonprofit,10/24/2025 10:09,11/28/2025 14:09,7,10000,"['send_introduction_email','license_pricing_enquiry_inbound_email','send_license_pricing_details_email','pricing_concern_inbound_email','send_followup_on_pricing_concern_email','signed_order_form_inbound_email','send_invoice_email']","[{'type':'send_introduction_email','timestamp':datetime.datetime(2025,11,5,4,33,0)},{'type':'license_pricing_enquiry_inbound_email','timestamp':datetime.datetime(2025,11,5,0,0,0)},{'type':'send_license_pricing_details_email','timestamp':datetime.datetime(2025,11,5,9,14,0)},{'type':'pricing_concern_inbound_email','timestamp':datetime.datetime(2025,11,5,21,45,0)},{'type':'send_followup_on_pricing_concern_email','timestamp':datetime.datetime(2025,11,6,15,4,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,11,22,0,26,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,11,24,12,35,0)}]",11/24/2025 12:35,1,47,12
LEAD-0417,Lead from CloudServices,Tom,Miller,IT Director,ConsultGroup,alex.miller@company.com,+1-555-9571,6,147060,3,profit,10/31/2025 10:09,11/17/2025 21:09,4,50,"['download_email_received','send_introduction_email','send_followup_email','send_second_followup_email','license_expired_issue_inbound_email','send_extended_trial_license_email','license_enquiry_inbound_email','configuration_call','send_pricing_details_email','trial_extension_request_inbound_email','send_invoice_email']","[{'type':'download_email_received','timestamp':datetime.datetime(2025,7,21,20,11,0)},{'type':'send_introduction_email','timestamp':datetime.datetime(2025,7,22,10,7,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,7,23,11,40,0)},{'type':'send_second_followup_email','timestamp':datetime.datetime(2025,7,31,7,30,0)},{'type':'license_expired_issue_inbound_email','timestamp':datetime.datetime(2025,10,22,15,0,0)},{'type':'send_extended_trial_license_email','timestamp':datetime.datetime(2025,10,22,11,38,0)},{'type':'license_enquiry_inbound_email','timestamp':datetime.datetime(2025,10,22,15,23,0)},{'type':'configuration_call','timestamp':datetime.datetime(2025,10,24,9,0,0)},{'type':'send_pricing_details_email','timestamp':datetime.datetime(2025,10,24,10,51,0)},{'type':'trial_extension_request_inbound_email','timestamp':datetime.datetime(2025,10,30,14,58,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,11,26,14,16,0)}]",11/26/2025 14:16,1,40,23
LEAD-0418,Lead from DataSystems,David,Miller,Operations Manager,GlobalTrade,jane.johnson@company.com,+1-555-2700,2,162298,3,nonprofit,10/02/2025 10:09,10/09/2025 17:09,1,10000,"['send_introduction_email','license_pricing_enquiry_inbound_email','send_license_pricing_details_email','pricing_concern_inbound_email','send_followup_on_pricing_concern_email','signed_order_form_inbound_email','send_invoice_email']","[{'type':'send_introduction_email','timestamp':datetime.datetime(2025,11,5,4,33,0)},{'type':'license_pricing_enquiry_inbound_email','timestamp':datetime.datetime(2025,11,5,0,0,0)},{'type':'send_license_pricing_details_email','timestamp':datetime.datetime(2025,11,5,9,14,0)},{'type':'pricing_concern_inbound_email','timestamp':datetime.datetime(2025,11,5,21,45,0)},{'type':'send_followup_on_pricing_concern_email','timestamp':datetime.datetime(2025,11,6,15,4,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,11,22,0,26,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,11,24,12,35,0)}]",11/24/2025 12:35,1,69,62
LEAD-0419,Lead from RetailHub,Emma,Rodriguez,Director of Operations,HealthInc,sarah.davis@company.com,+1-555-3038,6,77177,3,profit,10/05/2025 10:09,11/14/2025 14:09,15,1000,"['download_email_received','send_introduction_email','license_extension_request_inbound_email','send_license_extension_steps_email','user_count_and_pricing_inbound_email','send_pricing_clarification_email','tool_issue_inbound_email','send_followup_for_clarification_email','issue_screenshot_inbound_email','send_latest_solution_and_tool_email','support_call_request_inbound_email','support_call','send_invoice_email']","[{'type':'download_email_received','timestamp':datetime.datetime(2025,11,19,12,19,0)},{'type':'send_introduction_email','timestamp':datetime.datetime(2025,11,19,8,30,0)},{'type':'license_extension_request_inbound_email','timestamp':datetime.datetime(2025,11,19,13,3,0)},{'type':'send_license_extension_steps_email','timestamp':datetime.datetime(2025,11,19,9,48,0)},{'type':'user_count_and_pricing_inbound_email','timestamp':datetime.datetime(2025,11,20,23,9,0)},{'type':'send_pricing_clarification_email','timestamp':datetime.datetime(2025,11,21,10,55,0)},{'type':'tool_issue_inbound_email','timestamp':datetime.datetime(2025,11,22,20,50,0)},{'type':'send_followup_for_clarification_email','timestamp':datetime.datetime(2025,11,24,12,14,0)},{'type':'issue_screenshot_inbound_email','timestamp':datetime.datetime(2025,11,24,14,1,0)},{'type':'send_latest_solution_and_tool_email','timestamp':datetime.datetime(2025,11,24,19,1,0)},{'type':'support_call_request_inbound_email','timestamp':datetime.datetime(2025,11,24,18,49,0)},{'type':'support_call','timestamp':datetime.datetime(2025,11,25,17,30,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,12,12,17,8,0)}]",12/12/2025 17:08,1,66,26
LEAD-0420,Lead from DataSystems,Sarah,Smith,Director of Operations,TechCorp,john.smith@company.com,+1-555-3512,6,153758,2,nonprofit,09/20/2025 10:09,10/03/2025 15:09,17,10000,"['license_activation_request_inbound_email','send_pricing_and_order_form_email','send_followup_email','still_reviewing_inbound_email','send_acknowledgement_email','use_case_and_query_inbound_email','send_query_answer_email','signed_order_form_inbound_email','send_acknowledgement_and_invoice_email']","[{'type':'license_activation_request_inbound_email','timestamp':datetime.datetime(2025,11,17,16,18,0)},{'type':'send_pricing_and_order_form_email','timestamp':datetime.datetime(2025,11,18,10,54,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,11,19,13,59,0)},{'type':'still_reviewing_inbound_email','timestamp':datetime.datetime(2025,11,20,19,13,0)},{'type':'send_acknowledgement_email','timestamp':datetime.datetime(2025,11,21,1,9,0)},{'type':'use_case_and_query_inbound_email','timestamp':datetime.datetime(2025,11,25,17,23,0)},{'type':'send_query_answer_email','timestamp':datetime.datetime(2025,11,25,17,23,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,11,28,15,33,0)},{'type':'send_acknowledgement_and_invoice_email','timestamp':datetime.datetime(2025,11,28,16,7,0)}]",11/28/2025 16:07,1,81,68
LEAD-0421,Lead from FinancePlus,Tom,Williams,Director of Operations,ConsultGroup,alex.williams@company.com,+1-555-8166,4,137841,2,profit,10/11/2025 10:09,11/22/2025 17:09,4,50,"['send_introduction_email','license_pricing_enquiry_inbound_email','send_license_pricing_details_email','pricing_concern_inbound_email','send_followup_on_pricing_concern_email','signed_order_form_inbound_email','send_invoice_email']","[{'type':'send_introduction_email','timestamp':datetime.datetime(2025,11,5,4,33,0)},{'type':'license_pricing_enquiry_inbound_email','timestamp':datetime.datetime(2025,11,5,0,0,0)},{'type':'send_license_pricing_details_email','timestamp':datetime.datetime(2025,11,5,9,14,0)},{'type':'pricing_concern_inbound_email','timestamp':datetime.datetime(2025,11,5,21,45,0)},{'type':'send_followup_on_pricing_concern_email','timestamp':datetime.datetime(2025,11,6,15,4,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,11,22,0,26,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,11,24,12,35,0)}]",11/24/2025 12:35,1,60,18
LEAD-0422,Lead from TechCorp,Rachel,Williams,CEO,GlobalTrade,alex.johnson@company.com,+1-555-7265,1,81030,3,nonprofit,09/29/2025 10:09,10/24/2025 17:09,5,2500,"['download_email_received','send_introduction_email','send_followup_email','send_second_followup_email','license_expired_issue_inbound_email','send_extended_trial_license_email','license_enquiry_inbound_email','configuration_call','send_pricing_details_email','trial_extension_request_inbound_email','send_invoice_email']","[{'type':'download_email_received','timestamp':datetime.datetime(2025,7,21,20,11,0)},{'type':'send_introduction_email','timestamp':datetime.datetime(2025,7,22,10,7,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,7,23,11,40,0)},{'type':'send_second_followup_email','timestamp':datetime.datetime(2025,7,31,7,30,0)},{'type':'license_expired_issue_inbound_email','timestamp':datetime.datetime(2025,10,22,15,0,0)},{'type':'send_extended_trial_license_email','timestamp':datetime.datetime(2025,10,22,11,38,0)},{'type':'license_enquiry_inbound_email','timestamp':datetime.datetime(2025,10,22,15,23,0)},{'type':'configuration_call','timestamp':datetime.datetime(2025,10,24,9,0,0)},{'type':'send_pricing_details_email','timestamp':datetime.datetime(2025,10,24,10,51,0)},{'type':'trial_extension_request_inbound_email','timestamp':datetime.datetime(2025,10,30,14,58,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,11,26,14,16,0)}]",11/26/2025 14:16,1,72,47
LEAD-0423,Lead from DataSystems,David,Smith,Operations Manager,HealthInc,mike.smith@company.com,+1-555-2694,2,143879,2,profit,09/21/2025 10:09,10/10/2025 14:09,15,10000,"['download_email_received','send_introduction_email','demo_request_inbound_email','demo_call','send_pricing_and_licensing_details_email','detailed_demo_request_inbound_email','demo_call','configuration_call','send_followup_email','quote_request_for_licenses_inbound_email','send_quote_response_email','send_followup_email','order_confirmation_inbound_email','send_invoice_email','revised_invoice_request_inbound_email','send_revised_invoice_and_raise_billable_email']","[{'type':'download_email_received','timestamp':datetime.datetime(2025,10,27,18,12,0)},{'type':'send_introduction_email','timestamp':datetime.datetime(2025,10,28,11,51,0)},{'type':'demo_request_inbound_email','timestamp':datetime.datetime(2025,10,28,16,55,0)},{'type':'demo_call','timestamp':datetime.datetime(2025,10,30,17,30,0)},{'type':'send_pricing_and_licensing_details_email','timestamp':datetime.datetime(2025,11,3,7,56,0)},{'type':'detailed_demo_request_inbound_email','timestamp':datetime.datetime(2025,11,4,18,12,0)},{'type':'demo_call','timestamp':datetime.datetime(2025,11,6,17,30,0)},{'type':'configuration_call','timestamp':datetime.datetime(2025,11,7,16,30,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,11,24,12,11,0)},{'type':'quote_request_for_licenses_inbound_email','timestamp':datetime.datetime(2025,11,28,6,19,0)},{'type':'send_quote_response_email','timestamp':datetime.datetime(2025,11,28,20,48,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,12,4,9,45,0)},{'type':'order_confirmation_inbound_email','timestamp':datetime.datetime(2025,12,10,15,11,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,12,11,5,26,0)},{'type':'revised_invoice_request_inbound_email','timestamp':datetime.datetime(2025,12,16,15,15,0)},{'type':'send_revised_invoice_and_raise_billable_email','timestamp':datetime.datetime(2025,12,16,18,40,0)}]",12/16/2025 18:40,1,80,61
LEAD-0424,Lead from DataSystems,Jane,Davis,CEO,DataSystems,jane.davis@company.com,+1-555-2250,4,78069,2,nonprofit,10/24/2025 10:09,11/04/2025 14:09,14,1000,"['pricing_details_request_inbound_email','send_pricing_details_email','send_followup_email','query_inbound_email','send_query_response_email','demo_request_inbound_email','demo_and_configuration_call','send_invoice_email','send_billable_raised_email']","[{'type':'pricing_details_request_inbound_email','timestamp':datetime.datetime(2025,10,9,21,53,0)},{'type':'send_pricing_details_email','timestamp':datetime.datetime(2025,10,13,14,48,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,10,15,9,1,0)},{'type':'query_inbound_email','timestamp':datetime.datetime(2025,10,24,1,35,0)},{'type':'send_query_response_email','timestamp':datetime.datetime(2025,10,24,2,47,0)},{'type':'demo_request_inbound_email','timestamp':datetime.datetime(2025,10,25,1,6,0)},{'type':'demo_and_configuration_call','timestamp':datetime.datetime(2025,10,29,17,30,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,10,31,5,46,0)},{'type':'send_billable_raised_email','timestamp':datetime.datetime(2025,11,6,11,11,0)}]",11/6/2025 23:11,1,47,36
LEAD-0425,Lead from GlobalTrade,Rachel,Smith,CTO,ConsultGroup,lisa.davis@company.com,+1-555-9953,1,168195,2,profit,10/11/2025 10:09,10/15/2025 21:09,6,5000,"['download_email_received','send_introduction_email','license_extension_request_inbound_email','send_license_extension_steps_email','user_count_and_pricing_inbound_email','send_pricing_clarification_email','tool_issue_inbound_email','send_followup_for_clarification_email','issue_screenshot_inbound_email','send_latest_solution_and_tool_email','support_call_request_inbound_email','support_call','send_invoice_email']","[{'type':'download_email_received','timestamp':datetime.datetime(2025,11,19,12,19,0)},{'type':'send_introduction_email','timestamp':datetime.datetime(2025,11,19,8,30,0)},{'type':'license_extension_request_inbound_email','timestamp':datetime.datetime(2025,11,19,13,3,0)},{'type':'send_license_extension_steps_email','timestamp':datetime.datetime(2025,11,19,9,48,0)},{'type':'user_count_and_pricing_inbound_email','timestamp':datetime.datetime(2025,11,20,23,9,0)},{'type':'send_pricing_clarification_email','timestamp':datetime.datetime(2025,11,21,10,55,0)},{'type':'tool_issue_inbound_email','timestamp':datetime.datetime(2025,11,22,20,50,0)},{'type':'send_followup_for_clarification_email','timestamp':datetime.datetime(2025,11,24,12,14,0)},{'type':'issue_screenshot_inbound_email','timestamp':datetime.datetime(2025,11,24,14,1,0)},{'type':'send_latest_solution_and_tool_email','timestamp':datetime.datetime(2025,11,24,19,1,0)},{'type':'support_call_request_inbound_email','timestamp':datetime.datetime(2025,11,24,18,49,0)},{'type':'support_call','timestamp':datetime.datetime(2025,11,25,17,30,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,12,12,17,8,0)}]",12/12/2025 17:08,1,60,56
LEAD-0426,Lead from InnovateLabs,Mike,Brown,IT Director,HealthInc,sarah.smith@company.com,+1-555-6366,3,116715,2,nonprofit,09/14/2025 10:09,09/17/2025 19:09,8,25,"['send_introduction_email','license_pricing_enquiry_inbound_email','send_license_pricing_details_email','pricing_concern_inbound_email','send_followup_on_pricing_concern_email','signed_order_form_inbound_email','send_invoice_email']","[{'type':'send_introduction_email','timestamp':datetime.datetime(2025,11,5,4,33,0)},{'type':'license_pricing_enquiry_inbound_email','timestamp':datetime.datetime(2025,11,5,0,0,0)},{'type':'send_license_pricing_details_email','timestamp':datetime.datetime(2025,11,5,9,14,0)},{'type':'pricing_concern_inbound_email','timestamp':datetime.datetime(2025,11,5,21,45,0)},{'type':'send_followup_on_pricing_concern_email','timestamp':datetime.datetime(2025,11,6,15,4,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,11,22,0,26,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,11,24,12,35,0)}]",11/24/2025 12:35,1,87,84
LEAD-0427,Lead from CloudServices,Tom,Rodriguez,Director of Operations,RetailHub,david.williams@company.com,+1-555-4242,5,83182,3,profit,09/15/2025 10:09,10/11/2025 18:09,13,25,"['download_email_received','send_introduction_email','send_followup_email','send_second_followup_email','license_expired_issue_inbound_email','send_extended_trial_license_email','license_enquiry_inbound_email','configuration_call','send_pricing_details_email','trial_extension_request_inbound_email','send_invoice_email']","[{'type':'download_email_received','timestamp':datetime.datetime(2025,7,21,20,11,0)},{'type':'send_introduction_email','timestamp':datetime.datetime(2025,7,22,10,7,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,7,23,11,40,0)},{'type':'send_second_followup_email','timestamp':datetime.datetime(2025,7,31,7,30,0)},{'type':'license_expired_issue_inbound_email','timestamp':datetime.datetime(2025,10,22,15,0,0)},{'type':'send_extended_trial_license_email','timestamp':datetime.datetime(2025,10,22,11,38,0)},{'type':'license_enquiry_inbound_email','timestamp':datetime.datetime(2025,10,22,15,23,0)},{'type':'configuration_call','timestamp':datetime.datetime(2025,10,24,9,0,0)},{'type':'send_pricing_details_email','timestamp':datetime.datetime(2025,10,24,10,51,0)},{'type':'trial_extension_request_inbound_email','timestamp':datetime.datetime(2025,10,30,14,58,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,11,26,14,16,0)}]",11/26/2025 14:16,1,86,60
LEAD-0428,Lead from GlobalTrade,David,Garcia,Business Development Manager,HealthInc,rachel.miller@company.com,+1-555-8033,4,131680,2,nonprofit,09/24/2025 10:09,09/30/2025 17:09,19,500,"['download_email_received','send_introduction_email','query_inbound_email','send_query_response_email','discount_request_inbound_email','send_budget_request_email','send_actual_usage_and_price_request_email','send_crm_user_count_request_email','send_followup_email','user_count_inbound_email','send_discount_pricing_and_order_form_email','payment_link_request_inbound_email','send_signed_order_form_request_email','signed_order_form_inbound_email','send_invoice_and_payment_link_email']","[{'type':'download_email_received','timestamp':datetime.datetime(2025,10,13,16,25,0)},{'type':'send_introduction_email','timestamp':datetime.datetime(2025,10,13,18,29,0)},{'type':'query_inbound_email','timestamp':datetime.datetime(2025,10,14,15,13,0)},{'type':'send_query_response_email','timestamp':datetime.datetime(2025,10,14,18,6,0)},{'type':'discount_request_inbound_email','timestamp':datetime.datetime(2025,10,14,18,8,0)},{'type':'send_budget_request_email','timestamp':datetime.datetime(2025,10,14,18,14,0)},{'type':'send_actual_usage_and_price_request_email','timestamp':datetime.datetime(2025,10,31,15,0,0)},{'type':'send_crm_user_count_request_email','timestamp':datetime.datetime(2025,10,31,16,42,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,11,20,17,54,0)},{'type':'user_count_inbound_email','timestamp':datetime.datetime(2025,11,20,17,55,0)},{'type':'send_discount_pricing_and_order_form_email','timestamp':datetime.datetime(2025,11,21,12,45,0)},{'type':'payment_link_request_inbound_email','timestamp':datetime.datetime(2025,11,21,14,9,0)},{'type':'send_signed_order_form_request_email','timestamp':datetime.datetime(2025,11,21,14,24,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,11,24,14,43,0)},{'type':'send_invoice_and_payment_link_email','timestamp':datetime.datetime(2025,11,24,18,21,0)}]",11/24/2025 18:21,1,77,71
LEAD-0429,Lead from GlobalTrade,Alex,Garcia,Director of Operations,TechCorp,jane.williams@company.com,+1-555-6286,7,66847,3,profit,10/08/2025 10:09,10/28/2025 15:09,6,500,"['pricing_request_inbound_email','send_pricing_and_introduction_call_email','query_inbound_email','send_proposed_call_for_query_email','available_timeslots_inbound_email','send_meeting_invite_email','introduction_meeting','send_other_product_details_email','send_order_form_email','signed_order_form_inbound_email','send_invoice_email']","[{'type':'pricing_request_inbound_email','timestamp':datetime.datetime(2025,10,16,18,14,0)},{'type':'send_pricing_and_introduction_call_email','timestamp':datetime.datetime(2025,10,20,17,26,0)},{'type':'query_inbound_email','timestamp':datetime.datetime(2025,10,21,16,32,0)},{'type':'send_proposed_call_for_query_email','timestamp':datetime.datetime(2025,10,22,12,32,0)},{'type':'available_timeslots_inbound_email','timestamp':datetime.datetime(2025,10,22,12,58,0)},{'type':'send_meeting_invite_email','timestamp':datetime.datetime(2025,10,22,15,12,0)},{'type':'introduction_meeting','timestamp':datetime.datetime(2025,10,27,13,30,0)},{'type':'send_other_product_details_email','timestamp':datetime.datetime(2025,10,27,17,24,0)},{'type':'send_order_form_email','timestamp':datetime.datetime(2025,12,4,14,24,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,12,5,17,1,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,12,8,18,14,0)}]",12/8/2025 18:14,1,63,43
LEAD-0430,Lead from CloudServices,Rachel,Garcia,Marketing Manager,InnovateLabs,jane.miller@company.com,+1-555-5646,10,69042,2,nonprofit,10/16/2025 10:09,11/18/2025 14:09,7,5000,"['download_email_received','send_introduction_email','demo_request_inbound_email','demo_call','send_pricing_and_licensing_details_email','detailed_demo_request_inbound_email','demo_call','configuration_call','send_followup_email','quote_request_for_licenses_inbound_email','send_quote_response_email','send_followup_email','order_confirmation_inbound_email','send_invoice_email','revised_invoice_request_inbound_email','send_revised_invoice_and_raise_billable_email']","[{'type':'download_email_received','timestamp':datetime.datetime(2025,10,27,18,12,0)},{'type':'send_introduction_email','timestamp':datetime.datetime(2025,10,28,11,51,0)},{'type':'demo_request_inbound_email','timestamp':datetime.datetime(2025,10,28,16,55,0)},{'type':'demo_call','timestamp':datetime.datetime(2025,10,30,17,30,0)},{'type':'send_pricing_and_licensing_details_email','timestamp':datetime.datetime(2025,11,3,7,56,0)},{'type':'detailed_demo_request_inbound_email','timestamp':datetime.datetime(2025,11,4,18,12,0)},{'type':'demo_call','timestamp':datetime.datetime(2025,11,6,17,30,0)},{'type':'configuration_call','timestamp':datetime.datetime(2025,11,7,16,30,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,11,24,12,11,0)},{'type':'quote_request_for_licenses_inbound_email','timestamp':datetime.datetime(2025,11,28,6,19,0)},{'type':'send_quote_response_email','timestamp':datetime.datetime(2025,11,28,20,48,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,12,4,9,45,0)},{'type':'order_confirmation_inbound_email','timestamp':datetime.datetime(2025,12,10,15,11,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,12,11,5,26,0)},{'type':'revised_invoice_request_inbound_email','timestamp':datetime.datetime(2025,12,16,15,15,0)},{'type':'send_revised_invoice_and_raise_billable_email','timestamp':datetime.datetime(2025,12,16,18,40,0)}]",12/16/2025 18:40,1,55,22
LEAD-0431,Lead from DataSystems,Lisa,Garcia,Marketing Manager,RetailHub,john.davis@company.com,+1-555-9169,1,76979,3,profit,10/18/2025 10:09,11/10/2025 21:09,9,1000,"['pricing_details_request_inbound_email','send_pricing_details_email','send_followup_email','query_inbound_email','send_query_response_email','demo_request_inbound_email','demo_and_configuration_call','send_invoice_email','send_billable_raised_email']","[{'type':'pricing_details_request_inbound_email','timestamp':datetime.datetime(2025,10,9,21,53,0)},{'type':'send_pricing_details_email','timestamp':datetime.datetime(2025,10,13,14,48,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,10,15,9,1,0)},{'type':'query_inbound_email','timestamp':datetime.datetime(2025,10,24,1,35,0)},{'type':'send_query_response_email','timestamp':datetime.datetime(2025,10,24,2,47,0)},{'type':'demo_request_inbound_email','timestamp':datetime.datetime(2025,10,25,1,6,0)},{'type':'demo_and_configuration_call','timestamp':datetime.datetime(2025,10,29,17,30,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,10,31,5,46,0)},{'type':'send_billable_raised_email','timestamp':datetime.datetime(2025,11,6,11,11,0)}]",11/6/2025 23:11,1,53,30
