leadid,subject,firstname,lastname,jobtitle,companyname,emailaddress1,telephone1,leadsourcecode,revenue,leadqualitycode,cr487_organizationtype,createdon,modifiedon,industrycode,numberofemployees,action_sequence,activities,last_action_date,statuscode,days_in_pipeline,days_since_last_action
LEAD-0060,Lead from DataSystems,Lisa,Rodriguez,VP Sales,TechCorp,mike.martinez@company.com,+1-555-8179,1,294611,2,nonprofit,10/24/2025 10:09,12/06/2025 21:09,5,25,"['download_email_received','send_introduction_email','demo_request_inbound_email','demo_call','send_pricing_and_licensing_details_email','detailed_demo_request_inbound_email','demo_call','configuration_call','send_followup_email','quote_request_for_licenses_inbound_email','send_quote_response_email','send_followup_email','order_confirmation_inbound_email','send_invoice_email','revised_invoice_request_inbound_email','send_revised_invoice_and_raise_billable_email']","[{'type':'download_email_received','timestamp':datetime.datetime(2025,10,27,18,12,0)},{'type':'send_introduction_email','timestamp':datetime.datetime(2025,10,28,11,51,0)},{'type':'demo_request_inbound_email','timestamp':datetime.datetime(2025,10,28,16,55,0)},{'type':'demo_call','timestamp':datetime.datetime(2025,10,30,17,30,0)},{'type':'send_pricing_and_licensing_details_email','timestamp':datetime.datetime(2025,11,3,7,56,0)},{'type':'detailed_demo_request_inbound_email','timestamp':datetime.datetime(2025,11,4,18,12,0)},{'type':'demo_call','timestamp':datetime.datetime(2025,11,6,17,30,0)},{'type':'configuration_call','timestamp':datetime.datetime(2025,11,7,16,30,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,11,24,12,11,0)},{'type':'quote_request_for_licenses_inbound_email','timestamp':datetime.datetime(2025,11,28,6,19,0)},{'type':'send_quote_response_email','timestamp':datetime.datetime(2025,11,28,20,48,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,12,4,9,45,0)},{'type':'order_confirmation_inbound_email','timestamp':datetime.datetime(2025,12,10,15,11,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,12,11,5,26,0)},{'type':'revised_invoice_request_inbound_email','timestamp':datetime.datetime(2025,12,16,15,15,0)},{'type':'send_revised_invoice_and_raise_billable_email','timestamp':datetime.datetime(2025,12,16,18,40,0)}]",12/16/2025 18:40,1,47,4
LEAD-0061,Lead from TechCorp,Mike,Davis,VP Marketing,DataSystems,alex.johnson@company.com,+1-555-5288,5,392061,1,profit,11/05/2025 10:09,11/26/2025 12:09,15,100,"['download_email_received','send_introduction_email','send_followup_email','send_second_followup_email','license_expired_issue_inbound_email','send_extended_trial_license_email','license_enquiry_inbound_email','configuration_call','send_pricing_details_email','trial_extension_request_inbound_email','send_invoice_email']","[{'type':'download_email_received','timestamp':datetime.datetime(2025,7,21,20,11,0)},{'type':'send_introduction_email','timestamp':datetime.datetime(2025,7,22,10,7,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,7,23,11,40,0)},{'type':'send_second_followup_email','timestamp':datetime.datetime(2025,7,31,7,30,0)},{'type':'license_expired_issue_inbound_email','timestamp':datetime.datetime(2025,10,22,15,0,0)},{'type':'send_extended_trial_license_email','timestamp':datetime.datetime(2025,10,22,11,38,0)},{'type':'license_enquiry_inbound_email','timestamp':datetime.datetime(2025,10,22,15,23,0)},{'type':'configuration_call','timestamp':datetime.datetime(2025,10,24,9,0,0)},{'type':'send_pricing_details_email','timestamp':datetime.datetime(2025,10,24,10,51,0)},{'type':'trial_extension_request_inbound_email','timestamp':datetime.datetime(2025,10,30,14,58,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,11,26,14,16,0)}]",11/26/2025 14:16,1,35,14
LEAD-0062,Lead from ManuFact,David,Williams,VP Sales,ConsultGroup,alex.brown@company.com,+1-555-2988,4,349724,2,nonprofit,10/12/2025 10:09,11/13/2025 19:09,5,100,"['download_email_received','send_introduction_email','query_inbound_email','send_query_response_email','discount_request_inbound_email','send_budget_request_email','send_actual_usage_and_price_request_email','send_crm_user_count_request_email','send_followup_email','user_count_inbound_email','send_discount_pricing_and_order_form_email','payment_link_request_inbound_email','send_signed_order_form_request_email','signed_order_form_inbound_email','send_invoice_and_payment_link_email']","[{'type':'download_email_received','timestamp':datetime.datetime(2025,10,13,16,25,0)},{'type':'send_introduction_email','timestamp':datetime.datetime(2025,10,13,18,29,0)},{'type':'query_inbound_email','timestamp':datetime.datetime(2025,10,14,15,13,0)},{'type':'send_query_response_email','timestamp':datetime.datetime(2025,10,14,18,6,0)},{'type':'discount_request_inbound_email','timestamp':datetime.datetime(2025,10,14,18,8,0)},{'type':'send_budget_request_email','timestamp':datetime.datetime(2025,10,14,18,14,0)},{'type':'send_actual_usage_and_price_request_email','timestamp':datetime.datetime(2025,10,31,15,0,0)},{'type':'send_crm_user_count_request_email','timestamp':datetime.datetime(2025,10,31,16,42,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,11,20,17,54,0)},{'type':'user_count_inbound_email','timestamp':datetime.datetime(2025,11,20,17,55,0)},{'type':'send_discount_pricing_and_order_form_email','timestamp':datetime.datetime(2025,11,21,12,45,0)},{'type':'payment_link_request_inbound_email','timestamp':datetime.datetime(2025,11,21,14,9,0)},{'type':'send_signed_order_form_request_email','timestamp':datetime.datetime(2025,11,21,14,24,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,11,24,14,43,0)},{'type':'send_invoice_and_payment_link_email','timestamp':datetime.datetime(2025,11,24,18,21,0)}]",11/24/2025 18:21,1,59,27
LEAD-0063,Lead from HealthInc,Emma,Davis,VP Marketing,ConsultGroup,mike.rodriguez@company.com,+1-555-3981,3,213780,1,profit,10/20/2025 10:09,11/06/2025 16:09,14,5000,"['download_email_received','send_introduction_email','query_inbound_email','send_query_response_email','discount_request_inbound_email','send_budget_request_email','send_actual_usage_and_price_request_email','send_crm_user_count_request_email','send_followup_email','user_count_inbound_email','send_discount_pricing_and_order_form_email','payment_link_request_inbound_email','send_signed_order_form_request_email','signed_order_form_inbound_email','send_invoice_and_payment_link_email']","[{'type':'download_email_received','timestamp':datetime.datetime(2025,10,13,16,25,0)},{'type':'send_introduction_email','timestamp':datetime.datetime(2025,10,13,18,29,0)},{'type':'query_inbound_email','timestamp':datetime.datetime(2025,10,14,15,13,0)},{'type':'send_query_response_email','timestamp':datetime.datetime(2025,10,14,18,6,0)},{'type':'discount_request_inbound_email','timestamp':datetime.datetime(2025,10,14,18,8,0)},{'type':'send_budget_request_email','timestamp':datetime.datetime(2025,10,14,18,14,0)},{'type':'send_actual_usage_and_price_request_email','timestamp':datetime.datetime(2025,10,31,15,0,0)},{'type':'send_crm_user_count_request_email','timestamp':datetime.datetime(2025,10,31,16,42,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,11,20,17,54,0)},{'type':'user_count_inbound_email','timestamp':datetime.datetime(2025,11,20,17,55,0)},{'type':'send_discount_pricing_and_order_form_email','timestamp':datetime.datetime(2025,11,21,12,45,0)},{'type':'payment_link_request_inbound_email','timestamp':datetime.datetime(2025,11,21,14,9,0)},{'type':'send_signed_order_form_request_email','timestamp':datetime.datetime(2025,11,21,14,24,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,11,24,14,43,0)},{'type':'send_invoice_and_payment_link_email','timestamp':datetime.datetime(2025,11,24,18,21,0)}]",11/24/2025 18:21,1,51,34
LEAD-0064,Lead from FinancePlus,Rachel,Martinez,VP Sales,FinancePlus,rachel.martinez@company.com,+1-555-6531,10,265096,2,nonprofit,11/17/2025 10:09,01/07/2026 19:09,2,10,"['download_email_received','send_introduction_email','license_extension_request_inbound_email','send_license_extension_steps_email','user_count_and_pricing_inbound_email','send_pricing_clarification_email','tool_issue_inbound_email','send_followup_for_clarification_email','issue_screenshot_inbound_email','send_latest_solution_and_tool_email','support_call_request_inbound_email','support_call','send_invoice_email']","[{'type':'download_email_received','timestamp':datetime.datetime(2025,11,19,12,19,0)},{'type':'send_introduction_email','timestamp':datetime.datetime(2025,11,19,8,30,0)},{'type':'license_extension_request_inbound_email','timestamp':datetime.datetime(2025,11,19,13,3,0)},{'type':'send_license_extension_steps_email','timestamp':datetime.datetime(2025,11,19,9,48,0)},{'type':'user_count_and_pricing_inbound_email','timestamp':datetime.datetime(2025,11,20,23,9,0)},{'type':'send_pricing_clarification_email','timestamp':datetime.datetime(2025,11,21,10,55,0)},{'type':'tool_issue_inbound_email','timestamp':datetime.datetime(2025,11,22,20,50,0)},{'type':'send_followup_for_clarification_email','timestamp':datetime.datetime(2025,11,24,12,14,0)},{'type':'issue_screenshot_inbound_email','timestamp':datetime.datetime(2025,11,24,14,1,0)},{'type':'send_latest_solution_and_tool_email','timestamp':datetime.datetime(2025,11,24,19,1,0)},{'type':'support_call_request_inbound_email','timestamp':datetime.datetime(2025,11,24,18,49,0)},{'type':'support_call','timestamp':datetime.datetime(2025,11,25,17,30,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,12,12,17,8,0)}]",12/12/2025 17:08,1,23,-28
LEAD-0065,Lead from CloudServices,Jane,Smith,VP Sales,CloudServices,tom.davis@company.com,+1-555-8609,4,223835,2,profit,11/15/2025 10:09,12/18/2025 15:09,11,10000,"['send_introduction_email','send_followup_email','send_invoice_email','invoice_name_change_request_inbound_email','send_revised_invoice_email']","[{'type':'send_introduction_email','timestamp':datetime.datetime(2025,10,8,12,20,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,10,15,13,28,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,10,24,13,56,0)},{'type':'invoice_name_change_request_inbound_email','timestamp':datetime.datetime(2025,10,28,15,50,0)},{'type':'send_revised_invoice_email','timestamp':datetime.datetime(2025,10,29,17,53,0)}]",10/29/2025 17:53,1,25,-8
LEAD-0066,Lead from ManuFact,Tom,Martinez,Director of Operations,RetailHub,mike.garcia@company.com,+1-555-6123,4,363883,2,nonprofit,11/11/2025 10:09,12/17/2025 11:09,6,2500,"['send_introduction_email','send_followup_email','send_invoice_email','invoice_name_change_request_inbound_email','send_revised_invoice_email']","[{'type':'send_introduction_email','timestamp':datetime.datetime(2025,10,8,12,20,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,10,15,13,28,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,10,24,13,56,0)},{'type':'invoice_name_change_request_inbound_email','timestamp':datetime.datetime(2025,10,28,15,50,0)},{'type':'send_revised_invoice_email','timestamp':datetime.datetime(2025,10,29,17,53,0)}]",10/29/2025 17:53,1,29,-7
LEAD-0067,Lead from InnovateLabs,John,Johnson,Director of Operations,FinancePlus,david.garcia@company.com,+1-555-7606,6,444745,1,profit,10/19/2025 10:09,11/11/2025 15:09,2,1000,"['license_activation_request_inbound_email','send_pricing_and_order_form_email','send_followup_email','still_reviewing_inbound_email','send_acknowledgement_email','use_case_and_query_inbound_email','send_query_answer_email','signed_order_form_inbound_email','send_acknowledgement_and_invoice_email']","[{'type':'license_activation_request_inbound_email','timestamp':datetime.datetime(2025,11,17,16,18,0)},{'type':'send_pricing_and_order_form_email','timestamp':datetime.datetime(2025,11,18,10,54,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,11,19,13,59,0)},{'type':'still_reviewing_inbound_email','timestamp':datetime.datetime(2025,11,20,19,13,0)},{'type':'send_acknowledgement_email','timestamp':datetime.datetime(2025,11,21,1,9,0)},{'type':'use_case_and_query_inbound_email','timestamp':datetime.datetime(2025,11,25,17,23,0)},{'type':'send_query_answer_email','timestamp':datetime.datetime(2025,11,25,17,23,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,11,28,15,33,0)},{'type':'send_acknowledgement_and_invoice_email','timestamp':datetime.datetime(2025,11,28,16,7,0)}]",11/28/2025 16:07,1,52,29
LEAD-0068,Lead from GlobalTrade,Alex,Miller,VP Marketing,TechCorp,john.smith@company.com,+1-555-3245,6,498991,2,nonprofit,11/17/2025 10:09,12/29/2025 14:09,16,5000,"['send_introduction_email','license_pricing_enquiry_inbound_email','send_license_pricing_details_email','pricing_concern_inbound_email','send_followup_on_pricing_concern_email','signed_order_form_inbound_email','send_invoice_email']","[{'type':'send_introduction_email','timestamp':datetime.datetime(2025,11,5,4,33,0)},{'type':'license_pricing_enquiry_inbound_email','timestamp':datetime.datetime(2025,11,5,0,0,0)},{'type':'send_license_pricing_details_email','timestamp':datetime.datetime(2025,11,5,9,14,0)},{'type':'pricing_concern_inbound_email','timestamp':datetime.datetime(2025,11,5,21,45,0)},{'type':'send_followup_on_pricing_concern_email','timestamp':datetime.datetime(2025,11,6,15,4,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,11,22,0,26,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,11,24,12,35,0)}]",11/24/2025 12:35,1,23,-19
LEAD-0069,Lead from TechCorp,Rachel,Davis,Operations Manager,GlobalTrade,rachel.brown@company.com,+1-555-1841,10,278087,2,profit,10/22/2025 10:09,12/05/2025 15:09,16,50,"['license_activation_request_inbound_email','send_pricing_and_order_form_email','send_followup_email','still_reviewing_inbound_email','send_acknowledgement_email','use_case_and_query_inbound_email','send_query_answer_email','signed_order_form_inbound_email','send_acknowledgement_and_invoice_email']","[{'type':'license_activation_request_inbound_email','timestamp':datetime.datetime(2025,11,17,16,18,0)},{'type':'send_pricing_and_order_form_email','timestamp':datetime.datetime(2025,11,18,10,54,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,11,19,13,59,0)},{'type':'still_reviewing_inbound_email','timestamp':datetime.datetime(2025,11,20,19,13,0)},{'type':'send_acknowledgement_email','timestamp':datetime.datetime(2025,11,21,1,9,0)},{'type':'use_case_and_query_inbound_email','timestamp':datetime.datetime(2025,11,25,17,23,0)},{'type':'send_query_answer_email','timestamp':datetime.datetime(2025,11,25,17,23,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,11,28,15,33,0)},{'type':'send_acknowledgement_and_invoice_email','timestamp':datetime.datetime(2025,11,28,16,7,0)}]",11/28/2025 16:07,1,49,5
LEAD-0070,Lead from TechCorp,Mike,Rodriguez,Marketing Manager,InnovateLabs,lisa.davis@company.com,+1-555-9609,7,399329,1,nonprofit,10/18/2025 10:09,11/09/2025 18:09,11,50,"['license_activation_request_inbound_email','send_pricing_and_order_form_email','send_followup_email','still_reviewing_inbound_email','send_acknowledgement_email','use_case_and_query_inbound_email','send_query_answer_email','signed_order_form_inbound_email','send_acknowledgement_and_invoice_email']","[{'type':'license_activation_request_inbound_email','timestamp':datetime.datetime(2025,11,17,16,18,0)},{'type':'send_pricing_and_order_form_email','timestamp':datetime.datetime(2025,11,18,10,54,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,11,19,13,59,0)},{'type':'still_reviewing_inbound_email','timestamp':datetime.datetime(2025,11,20,19,13,0)},{'type':'send_acknowledgement_email','timestamp':datetime.datetime(2025,11,21,1,9,0)},{'type':'use_case_and_query_inbound_email','timestamp':datetime.datetime(2025,11,25,17,23,0)},{'type':'send_query_answer_email','timestamp':datetime.datetime(2025,11,25,17,23,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,11,28,15,33,0)},{'type':'send_acknowledgement_and_invoice_email','timestamp':datetime.datetime(2025,11,28,16,7,0)}]",11/28/2025 16:07,1,53,31
LEAD-0071,Lead from ConsultGroup,Emma,Garcia,VP Marketing,ManuFact,david.johnson@company.com,+1-555-9899,7,479512,1,profit,10/22/2025 10:09,11/13/2025 18:09,13,500,"['pricing_details_request_inbound_email','send_pricing_details_email','send_followup_email','query_inbound_email','send_query_response_email','demo_request_inbound_email','demo_and_configuration_call','send_invoice_email','send_billable_raised_email']","[{'type':'pricing_details_request_inbound_email','timestamp':datetime.datetime(2025,10,9,21,53,0)},{'type':'send_pricing_details_email','timestamp':datetime.datetime(2025,10,13,14,48,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,10,15,9,1,0)},{'type':'query_inbound_email','timestamp':datetime.datetime(2025,10,24,1,35,0)},{'type':'send_query_response_email','timestamp':datetime.datetime(2025,10,24,2,47,0)},{'type':'demo_request_inbound_email','timestamp':datetime.datetime(2025,10,25,1,6,0)},{'type':'demo_and_configuration_call','timestamp':datetime.datetime(2025,10,29,17,30,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,10,31,5,46,0)},{'type':'send_billable_raised_email','timestamp':datetime.datetime(2025,11,6,11,11,0)}]",11/6/2025 23:11,1,49,27
LEAD-0072,Lead from InnovateLabs,Sarah,Brown,CEO,HealthInc,tom.garcia@company.com,+1-555-8739,2,352280,1,nonprofit,11/11/2025 10:09,12/05/2025 11:09,5,10,"['download_email_received','send_introduction_email','license_extension_request_inbound_email','send_license_extension_steps_email','user_count_and_pricing_inbound_email','send_pricing_clarification_email','tool_issue_inbound_email','send_followup_for_clarification_email','issue_screenshot_inbound_email','send_latest_solution_and_tool_email','support_call_request_inbound_email','support_call','send_invoice_email']","[{'type':'download_email_received','timestamp':datetime.datetime(2025,11,19,12,19,0)},{'type':'send_introduction_email','timestamp':datetime.datetime(2025,11,19,8,30,0)},{'type':'license_extension_request_inbound_email','timestamp':datetime.datetime(2025,11,19,13,3,0)},{'type':'send_license_extension_steps_email','timestamp':datetime.datetime(2025,11,19,9,48,0)},{'type':'user_count_and_pricing_inbound_email','timestamp':datetime.datetime(2025,11,20,23,9,0)},{'type':'send_pricing_clarification_email','timestamp':datetime.datetime(2025,11,21,10,55,0)},{'type':'tool_issue_inbound_email','timestamp':datetime.datetime(2025,11,22,20,50,0)},{'type':'send_followup_for_clarification_email','timestamp':datetime.datetime(2025,11,24,12,14,0)},{'type':'issue_screenshot_inbound_email','timestamp':datetime.datetime(2025,11,24,14,1,0)},{'type':'send_latest_solution_and_tool_email','timestamp':datetime.datetime(2025,11,24,19,1,0)},{'type':'support_call_request_inbound_email','timestamp':datetime.datetime(2025,11,24,18,49,0)},{'type':'support_call','timestamp':datetime.datetime(2025,11,25,17,30,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,12,12,17,8,0)}]",12/12/2025 17:08,1,29,5
LEAD-0073,Lead from ManuFact,John,Smith,Operations Manager,GlobalTrade,rachel.johnson@company.com,+1-555-6489,5,282806,1,profit,10/16/2025 10:09,11/05/2025 13:09,15,5000,"['download_email_received','send_introduction_email','demo_request_inbound_email','demo_call','send_pricing_and_licensing_details_email','detailed_demo_request_inbound_email','demo_call','configuration_call','send_followup_email','quote_request_for_licenses_inbound_email','send_quote_response_email','send_followup_email','order_confirmation_inbound_email','send_invoice_email','revised_invoice_request_inbound_email','send_revised_invoice_and_raise_billable_email']","[{'type':'download_email_received','timestamp':datetime.datetime(2025,10,27,18,12,0)},{'type':'send_introduction_email','timestamp':datetime.datetime(2025,10,28,11,51,0)},{'type':'demo_request_inbound_email','timestamp':datetime.datetime(2025,10,28,16,55,0)},{'type':'demo_call','timestamp':datetime.datetime(2025,10,30,17,30,0)},{'type':'send_pricing_and_licensing_details_email','timestamp':datetime.datetime(2025,11,3,7,56,0)},{'type':'detailed_demo_request_inbound_email','timestamp':datetime.datetime(2025,11,4,18,12,0)},{'type':'demo_call','timestamp':datetime.datetime(2025,11,6,17,30,0)},{'type':'configuration_call','timestamp':datetime.datetime(2025,11,7,16,30,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,11,24,12,11,0)},{'type':'quote_request_for_licenses_inbound_email','timestamp':datetime.datetime(2025,11,28,6,19,0)},{'type':'send_quote_response_email','timestamp':datetime.datetime(2025,11,28,20,48,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,12,4,9,45,0)},{'type':'order_confirmation_inbound_email','timestamp':datetime.datetime(2025,12,10,15,11,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,12,11,5,26,0)},{'type':'revised_invoice_request_inbound_email','timestamp':datetime.datetime(2025,12,16,15,15,0)},{'type':'send_revised_invoice_and_raise_billable_email','timestamp':datetime.datetime(2025,12,16,18,40,0)}]",12/16/2025 18:40,1,55,35
LEAD-0074,Lead from DataSystems,Tom,Rodriguez,IT Director,HealthInc,tom.johnson@company.com,+1-555-4027,3,458952,1,nonprofit,10/18/2025 10:09,11/10/2025 21:09,16,500,"['send_introduction_email','license_pricing_enquiry_inbound_email','send_license_pricing_details_email','pricing_concern_inbound_email','send_followup_on_pricing_concern_email','signed_order_form_inbound_email','send_invoice_email']","[{'type':'send_introduction_email','timestamp':datetime.datetime(2025,11,5,4,33,0)},{'type':'license_pricing_enquiry_inbound_email','timestamp':datetime.datetime(2025,11,5,0,0,0)},{'type':'send_license_pricing_details_email','timestamp':datetime.datetime(2025,11,5,9,14,0)},{'type':'pricing_concern_inbound_email','timestamp':datetime.datetime(2025,11,5,21,45,0)},{'type':'send_followup_on_pricing_concern_email','timestamp':datetime.datetime(2025,11,6,15,4,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,11,22,0,26,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,11,24,12,35,0)}]",11/24/2025 12:35,1,53,30
LEAD-0075,Lead from DataSystems,Alex,Jones,CTO,ManuFact,lisa.martinez@company.com,+1-555-4618,4,203580,1,profit,11/05/2025 10:09,11/22/2025 13:09,5,2500,"['pricing_details_request_inbound_email','send_pricing_details_email','send_followup_email','query_inbound_email','send_query_response_email','demo_request_inbound_email','demo_and_configuration_call','send_invoice_email','send_billable_raised_email']","[{'type':'pricing_details_request_inbound_email','timestamp':datetime.datetime(2025,10,9,21,53,0)},{'type':'send_pricing_details_email','timestamp':datetime.datetime(2025,10,13,14,48,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,10,15,9,1,0)},{'type':'query_inbound_email','timestamp':datetime.datetime(2025,10,24,1,35,0)},{'type':'send_query_response_email','timestamp':datetime.datetime(2025,10,24,2,47,0)},{'type':'demo_request_inbound_email','timestamp':datetime.datetime(2025,10,25,1,6,0)},{'type':'demo_and_configuration_call','timestamp':datetime.datetime(2025,10,29,17,30,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,10,31,5,46,0)},{'type':'send_billable_raised_email','timestamp':datetime.datetime(2025,11,6,11,11,0)}]",11/6/2025 23:11,1,35,18
LEAD-0076,Lead from RetailHub,Rachel,Rodriguez,VP Sales,FinancePlus,lisa.rodriguez@company.com,+1-555-8239,2,438539,2,nonprofit,11/11/2025 10:09,12/19/2025 19:09,7,10000,"['download_email_received','send_introduction_email','query_inbound_email','send_query_response_email','discount_request_inbound_email','send_budget_request_email','send_actual_usage_and_price_request_email','send_crm_user_count_request_email','send_followup_email','user_count_inbound_email','send_discount_pricing_and_order_form_email','payment_link_request_inbound_email','send_signed_order_form_request_email','signed_order_form_inbound_email','send_invoice_and_payment_link_email']","[{'type':'download_email_received','timestamp':datetime.datetime(2025,10,13,16,25,0)},{'type':'send_introduction_email','timestamp':datetime.datetime(2025,10,13,18,29,0)},{'type':'query_inbound_email','timestamp':datetime.datetime(2025,10,14,15,13,0)},{'type':'send_query_response_email','timestamp':datetime.datetime(2025,10,14,18,6,0)},{'type':'discount_request_inbound_email','timestamp':datetime.datetime(2025,10,14,18,8,0)},{'type':'send_budget_request_email','timestamp':datetime.datetime(2025,10,14,18,14,0)},{'type':'send_actual_usage_and_price_request_email','timestamp':datetime.datetime(2025,10,31,15,0,0)},{'type':'send_crm_user_count_request_email','timestamp':datetime.datetime(2025,10,31,16,42,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,11,20,17,54,0)},{'type':'user_count_inbound_email','timestamp':datetime.datetime(2025,11,20,17,55,0)},{'type':'send_discount_pricing_and_order_form_email','timestamp':datetime.datetime(2025,11,21,12,45,0)},{'type':'payment_link_request_inbound_email','timestamp':datetime.datetime(2025,11,21,14,9,0)},{'type':'send_signed_order_form_request_email','timestamp':datetime.datetime(2025,11,21,14,24,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,11,24,14,43,0)},{'type':'send_invoice_and_payment_link_email','timestamp':datetime.datetime(2025,11,24,18,21,0)}]",11/24/2025 18:21,1,29,-9
LEAD-0077,Lead from TechCorp,Tom,Garcia,CTO,InnovateLabs,john.johnson@company.com,+1-555-8734,1,247679,2,profit,10/20/2025 10:09,12/01/2025 12:09,10,1000,"['download_email_received','send_introduction_email','query_inbound_email','send_query_response_email','discount_request_inbound_email','send_budget_request_email','send_actual_usage_and_price_request_email','send_crm_user_count_request_email','send_followup_email','user_count_inbound_email','send_discount_pricing_and_order_form_email','payment_link_request_inbound_email','send_signed_order_form_request_email','signed_order_form_inbound_email','send_invoice_and_payment_link_email']","[{'type':'download_email_received','timestamp':datetime.datetime(2025,10,13,16,25,0)},{'type':'send_introduction_email','timestamp':datetime.datetime(2025,10,13,18,29,0)},{'type':'query_inbound_email','timestamp':datetime.datetime(2025,10,14,15,13,0)},{'type':'send_query_response_email','timestamp':datetime.datetime(2025,10,14,18,6,0)},{'type':'discount_request_inbound_email','timestamp':datetime.datetime(2025,10,14,18,8,0)},{'type':'send_budget_request_email','timestamp':datetime.datetime(2025,10,14,18,14,0)},{'type':'send_actual_usage_and_price_request_email','timestamp':datetime.datetime(2025,10,31,15,0,0)},{'type':'send_crm_user_count_request_email','timestamp':datetime.datetime(2025,10,31,16,42,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,11,20,17,54,0)},{'type':'user_count_inbound_email','timestamp':datetime.datetime(2025,11,20,17,55,0)},{'type':'send_discount_pricing_and_order_form_email','timestamp':datetime.datetime(2025,11,21,12,45,0)},{'type':'payment_link_request_inbound_email','timestamp':datetime.datetime(2025,11,21,14,9,0)},{'type':'send_signed_order_form_request_email','timestamp':datetime.datetime(2025,11,21,14,24,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,11,24,14,43,0)},{'type':'send_invoice_and_payment_link_email','timestamp':datetime.datetime(2025,11,24,18,21,0)}]",11/24/2025 18:21,1,51,9
LEAD-0078,Lead from InnovateLabs,Tom,Rodriguez,Director of Operations,RetailHub,sarah.davis@company.com,+1-555-6671,3,271003,2,nonprofit,11/09/2025 10:09,12/20/2025 18:09,9,100,"['download_email_received','send_introduction_email','query_inbound_email','send_query_response_email','discount_request_inbound_email','send_budget_request_email','send_actual_usage_and_price_request_email','send_crm_user_count_request_email','send_followup_email','user_count_inbound_email','send_discount_pricing_and_order_form_email','payment_link_request_inbound_email','send_signed_order_form_request_email','signed_order_form_inbound_email','send_invoice_and_payment_link_email']","[{'type':'download_email_received','timestamp':datetime.datetime(2025,10,13,16,25,0)},{'type':'send_introduction_email','timestamp':datetime.datetime(2025,10,13,18,29,0)},{'type':'query_inbound_email','timestamp':datetime.datetime(2025,10,14,15,13,0)},{'type':'send_query_response_email','timestamp':datetime.datetime(2025,10,14,18,6,0)},{'type':'discount_request_inbound_email','timestamp':datetime.datetime(2025,10,14,18,8,0)},{'type':'send_budget_request_email','timestamp':datetime.datetime(2025,10,14,18,14,0)},{'type':'send_actual_usage_and_price_request_email','timestamp':datetime.datetime(2025,10,31,15,0,0)},{'type':'send_crm_user_count_request_email','timestamp':datetime.datetime(2025,10,31,16,42,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,11,20,17,54,0)},{'type':'user_count_inbound_email','timestamp':datetime.datetime(2025,11,20,17,55,0)},{'type':'send_discount_pricing_and_order_form_email','timestamp':datetime.datetime(2025,11,21,12,45,0)},{'type':'payment_link_request_inbound_email','timestamp':datetime.datetime(2025,11,21,14,9,0)},{'type':'send_signed_order_form_request_email','timestamp':datetime.datetime(2025,11,21,14,24,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,11,24,14,43,0)},{'type':'send_invoice_and_payment_link_email','timestamp':datetime.datetime(2025,11,24,18,21,0)}]",11/24/2025 18:21,1,31,-10
